slug,imageNumber,shotType,prompt,outputPath
"women-silk-midi-dress-4","1","MODEL HERO","high fashion editorial photography, women's silk midi dress in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-silk-midi-dress-4/1.jpg"
"women-silk-midi-dress-4","2","PACKSHOT NO MODEL","professional product photography, silk midi dress in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-silk-midi-dress-4/2.jpg"
"women-silk-midi-dress-4","3","MODEL LIFESTYLE","lifestyle fashion photography, women's silk midi dress in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-silk-midi-dress-4/3.jpg"
"women-silk-midi-dress-4","4","DETAIL MACRO","macro photography, extreme close-up detail shot of silk midi dress in black color, fabric texture detail, material weave, 100% Silk, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-silk-midi-dress-4/4.jpg"
"women-cropped-cardigan-5","1","MODEL HERO","high fashion editorial photography, women's cropped cardigan in beige color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-cropped-cardigan-5/1.jpg"
"women-cropped-cardigan-5","2","PACKSHOT NO MODEL","professional product photography, cropped cardigan in beige color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-cropped-cardigan-5/2.jpg"
"women-cropped-cardigan-5","3","MODEL LIFESTYLE","lifestyle fashion photography, women's cropped cardigan in beige color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-cropped-cardigan-5/3.jpg"
"women-cropped-cardigan-5","4","DETAIL MACRO","macro photography, extreme close-up detail shot of cropped cardigan in beige color, fabric texture detail, material weave, 80% Acrylic, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-cropped-cardigan-5/4.jpg"
"women-leather-ankle-boots-6","1","MODEL HERO","high fashion editorial photography, women's leather ankle boots in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-ankle-boots-6/1.jpg"
"women-leather-ankle-boots-6","2","PACKSHOT NO MODEL","professional product photography, leather ankle boots in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-ankle-boots-6/2.jpg"
"women-leather-ankle-boots-6","3","MODEL LIFESTYLE","lifestyle fashion photography, women's leather ankle boots in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-ankle-boots-6/3.jpg"
"women-leather-ankle-boots-6","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leather ankle boots in black color, fabric texture detail, material weave, Genuine Leather Upper, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-ankle-boots-6/4.jpg"
"women-oversized-t-shirt-7","1","MODEL HERO","high fashion editorial photography, women's oversized t-shirt in white color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-t-shirt-7/1.jpg"
"women-oversized-t-shirt-7","2","PACKSHOT NO MODEL","professional product photography, oversized t-shirt in white color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-t-shirt-7/2.jpg"
"women-oversized-t-shirt-7","3","MODEL LIFESTYLE","lifestyle fashion photography, women's oversized t-shirt in white color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-t-shirt-7/3.jpg"
"women-oversized-t-shirt-7","4","DETAIL MACRO","macro photography, extreme close-up detail shot of oversized t-shirt in white color, fabric texture detail, material weave, 100% Organic Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-t-shirt-7/4.jpg"
"women-high-waisted-jeans-8","1","MODEL HERO","high fashion editorial photography, women's high-waisted jeans in blue color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-high-waisted-jeans-8/1.jpg"
"women-high-waisted-jeans-8","2","PACKSHOT NO MODEL","professional product photography, high-waisted jeans in blue color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-high-waisted-jeans-8/2.jpg"
"women-high-waisted-jeans-8","3","MODEL LIFESTYLE","lifestyle fashion photography, women's high-waisted jeans in blue color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-high-waisted-jeans-8/3.jpg"
"women-high-waisted-jeans-8","4","DETAIL MACRO","macro photography, extreme close-up detail shot of high-waisted jeans in blue color, fabric texture detail, material weave, 98% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-high-waisted-jeans-8/4.jpg"
"women-knit-midi-skirt-9","1","MODEL HERO","high fashion editorial photography, women's knit midi skirt in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-midi-skirt-9/1.jpg"
"women-knit-midi-skirt-9","2","PACKSHOT NO MODEL","professional product photography, knit midi skirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-midi-skirt-9/2.jpg"
"women-knit-midi-skirt-9","3","MODEL LIFESTYLE","lifestyle fashion photography, women's knit midi skirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-midi-skirt-9/3.jpg"
"women-knit-midi-skirt-9","4","DETAIL MACRO","macro photography, extreme close-up detail shot of knit midi skirt in black color, fabric texture detail, material weave, 75% Polyester, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-midi-skirt-9/4.jpg"
"women-structured-handbag-10","1","MODEL HERO","high fashion editorial photography, women's structured handbag in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-structured-handbag-10/1.jpg"
"women-structured-handbag-10","2","PACKSHOT NO MODEL","professional product photography, structured handbag in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-structured-handbag-10/2.jpg"
"women-structured-handbag-10","3","MODEL LIFESTYLE","lifestyle fashion photography, women's structured handbag in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-structured-handbag-10/3.jpg"
"women-structured-handbag-10","4","DETAIL MACRO","macro photography, extreme close-up detail shot of structured handbag in black color, fabric texture detail, material weave, Genuine Leather, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-structured-handbag-10/4.jpg"
"women-satin-slip-dress-11","1","MODEL HERO","high fashion editorial photography, women's satin slip dress in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-satin-slip-dress-11/1.jpg"
"women-satin-slip-dress-11","2","PACKSHOT NO MODEL","professional product photography, satin slip dress in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-satin-slip-dress-11/2.jpg"
"women-satin-slip-dress-11","3","MODEL LIFESTYLE","lifestyle fashion photography, women's satin slip dress in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-satin-slip-dress-11/3.jpg"
"women-satin-slip-dress-11","4","DETAIL MACRO","macro photography, extreme close-up detail shot of satin slip dress in black color, fabric texture detail, material weave, 100% Polyester Satin, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-satin-slip-dress-11/4.jpg"
"women-wool-blend-scarf-12","1","MODEL HERO","high fashion editorial photography, women's wool blend scarf in beige color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wool-blend-scarf-12/1.jpg"
"women-wool-blend-scarf-12","2","PACKSHOT NO MODEL","professional product photography, wool blend scarf in beige color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wool-blend-scarf-12/2.jpg"
"women-wool-blend-scarf-12","3","MODEL LIFESTYLE","lifestyle fashion photography, women's wool blend scarf in beige color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wool-blend-scarf-12/3.jpg"
"women-wool-blend-scarf-12","4","DETAIL MACRO","macro photography, extreme close-up detail shot of wool blend scarf in beige color, fabric texture detail, material weave, 70% Wool, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wool-blend-scarf-12/4.jpg"
"women-tailored-blazer-13","1","MODEL HERO","high fashion editorial photography, women's tailored blazer in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-tailored-blazer-13/1.jpg"
"women-tailored-blazer-13","2","PACKSHOT NO MODEL","professional product photography, tailored blazer in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-tailored-blazer-13/2.jpg"
"women-tailored-blazer-13","3","MODEL LIFESTYLE","lifestyle fashion photography, women's tailored blazer in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-tailored-blazer-13/3.jpg"
"women-tailored-blazer-13","4","DETAIL MACRO","macro photography, extreme close-up detail shot of tailored blazer in black color, fabric texture detail, material weave, 65% Polyester, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-tailored-blazer-13/4.jpg"
"women-ribbed-knit-sweater-14","1","MODEL HERO","high fashion editorial photography, women's ribbed knit sweater in beige color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-ribbed-knit-sweater-14/1.jpg"
"women-ribbed-knit-sweater-14","2","PACKSHOT NO MODEL","professional product photography, ribbed knit sweater in beige color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-ribbed-knit-sweater-14/2.jpg"
"women-ribbed-knit-sweater-14","3","MODEL LIFESTYLE","lifestyle fashion photography, women's ribbed knit sweater in beige color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-ribbed-knit-sweater-14/3.jpg"
"women-ribbed-knit-sweater-14","4","DETAIL MACRO","macro photography, extreme close-up detail shot of ribbed knit sweater in beige color, fabric texture detail, material weave, 60% Acrylic, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-ribbed-knit-sweater-14/4.jpg"
"women-pleated-midi-skirt-15","1","MODEL HERO","high fashion editorial photography, women's pleated midi skirt in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-pleated-midi-skirt-15/1.jpg"
"women-pleated-midi-skirt-15","2","PACKSHOT NO MODEL","professional product photography, pleated midi skirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-pleated-midi-skirt-15/2.jpg"
"women-pleated-midi-skirt-15","3","MODEL LIFESTYLE","lifestyle fashion photography, women's pleated midi skirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-pleated-midi-skirt-15/3.jpg"
"women-pleated-midi-skirt-15","4","DETAIL MACRO","macro photography, extreme close-up detail shot of pleated midi skirt in black color, fabric texture detail, material weave, 100% Polyester, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-pleated-midi-skirt-15/4.jpg"
"women-leather-crossbody-bag-16","1","MODEL HERO","high fashion editorial photography, women's leather crossbody bag in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-crossbody-bag-16/1.jpg"
"women-leather-crossbody-bag-16","2","PACKSHOT NO MODEL","professional product photography, leather crossbody bag in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-crossbody-bag-16/2.jpg"
"women-leather-crossbody-bag-16","3","MODEL LIFESTYLE","lifestyle fashion photography, women's leather crossbody bag in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-crossbody-bag-16/3.jpg"
"women-leather-crossbody-bag-16","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leather crossbody bag in black color, fabric texture detail, material weave, Genuine Leather, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-crossbody-bag-16/4.jpg"
"women-oversized-denim-shirt-17","1","MODEL HERO","high fashion editorial photography, women's oversized denim shirt in blue color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-denim-shirt-17/1.jpg"
"women-oversized-denim-shirt-17","2","PACKSHOT NO MODEL","professional product photography, oversized denim shirt in blue color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-denim-shirt-17/2.jpg"
"women-oversized-denim-shirt-17","3","MODEL LIFESTYLE","lifestyle fashion photography, women's oversized denim shirt in blue color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-denim-shirt-17/3.jpg"
"women-oversized-denim-shirt-17","4","DETAIL MACRO","macro photography, extreme close-up detail shot of oversized denim shirt in blue color, fabric texture detail, material weave, 100% Cotton Denim, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-denim-shirt-17/4.jpg"
"women-wool-blend-coat-18","1","MODEL HERO","high fashion editorial photography, women's wool blend coat in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wool-blend-coat-18/1.jpg"
"women-wool-blend-coat-18","2","PACKSHOT NO MODEL","professional product photography, wool blend coat in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wool-blend-coat-18/2.jpg"
"women-wool-blend-coat-18","3","MODEL LIFESTYLE","lifestyle fashion photography, women's wool blend coat in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wool-blend-coat-18/3.jpg"
"women-wool-blend-coat-18","4","DETAIL MACRO","macro photography, extreme close-up detail shot of wool blend coat in black color, fabric texture detail, material weave, 70% Wool, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wool-blend-coat-18/4.jpg"
"women-silk-blouse-19","1","MODEL HERO","high fashion editorial photography, women's silk blouse in white color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-silk-blouse-19/1.jpg"
"women-silk-blouse-19","2","PACKSHOT NO MODEL","professional product photography, silk blouse in white color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-silk-blouse-19/2.jpg"
"women-silk-blouse-19","3","MODEL LIFESTYLE","lifestyle fashion photography, women's silk blouse in white color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-silk-blouse-19/3.jpg"
"women-silk-blouse-19","4","DETAIL MACRO","macro photography, extreme close-up detail shot of silk blouse in white color, fabric texture detail, material weave, 100% Silk, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-silk-blouse-19/4.jpg"
"women-wide-leg-jeans-20","1","MODEL HERO","high fashion editorial photography, women's wide leg jeans in blue color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wide-leg-jeans-20/1.jpg"
"women-wide-leg-jeans-20","2","PACKSHOT NO MODEL","professional product photography, wide leg jeans in blue color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wide-leg-jeans-20/2.jpg"
"women-wide-leg-jeans-20","3","MODEL LIFESTYLE","lifestyle fashion photography, women's wide leg jeans in blue color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wide-leg-jeans-20/3.jpg"
"women-wide-leg-jeans-20","4","DETAIL MACRO","macro photography, extreme close-up detail shot of wide leg jeans in blue color, fabric texture detail, material weave, 98% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-wide-leg-jeans-20/4.jpg"
